data,produto,categoria,quantidade,preco_unitario,loja,total_venda
2024-02-20,Produto 335,Brinquedos,3,1079.84,Loja C,3239.5199999999995
2023-03-19,Produto 368,Roupas,5,4231.96,Loja A,21159.8
2024-04-18,Produto 363,Eletrônicos,4,3372.63,Loja E,13490.52
2024-03-26,Produto 262,Livros,4,3987.7,Loja E,15950.8
2024-02-27,Produto 750,Brinquedos,2,4745.7,Loja C,9491.4
2023-11-21,Produto 879,Alimentos,9,4267.07,Loja A,38403.63
2024-03-13,Produto 742,Roupas,7,2874.32,Loja B,20120.24
2023-12-03,Produto 627,Brinquedos,4,3911.85,Loja E,15647.4
2024-06-29,Produto 393,Livros,8,4816.14,Loja A,38529.12
2023-05-28,Produto 113,Livros,8,379.63,Loja E,3037.04
2024-04-15,Produto 129,Roupas,2,3440.69,Loja D,6881.38
2023-01-09,Produto 621,Eletrônicos,7,3141.51,Loja C,21990.57
2023-01-13,Produto 647,Eletrônicos,3,3955.14,Loja B,11865.42
2024-06-26,Produto 261,Roupas,1,2777.9,Loja D,2777.9
2023-06-07,Produto 791,Eletrônicos,5,3100.06,Loja B,15500.3
2023-10-07,Produto 176,Roupas,6,3968.86,Loja A,23813.16
2024-01-18,Produto 882,Roupas,6,162.38,Loja A,974.28
2024-05-05,Produto 950,Roupas,2,4745.97,Loja E,9491.94
2024-03-27,Produto 320,Eletrônicos,4,4094.4,Loja C,16377.6
2024-05-02,Produto 242,Roupas,2,3605.93,Loja A,7211.86
2023-11-10,Produto 425,Roupas,5,2314.81,Loja B,11574.05
2023-09-02,Produto 766,Brinquedos,10,3553.99,Loja A,35539.899999999994
2024-02-22,Produto 397,Roupas,4,4728.61,Loja C,18914.44
2023-12-28,Produto 866,Roupas,7,1272.92,Loja C,8910.44
2023-08-25,Produto 553,Livros,7,2621.39,Loja A,18349.73
2023-10-02,Produto 872,Alimentos,7,1929.58,Loja D,13507.06
2023-04-28,Produto 391,Brinquedos,2,1140.48,Loja B,2280.96
2023-06-10,Produto 60,Eletrônicos,5,3115.92,Loja C,15579.6
2023-01-17,Produto 61,Roupas,1,4671.74,Loja C,4671.74
2023-10-31,Produto 570,Alimentos,10,3046.14,Loja B,30461.399999999998
2023-03-31,Produto 282,Livros,9,1778.74,Loja E,16008.66
2023-06-18,Produto 746,Eletrônicos,2,1438.13,Loja D,2876.26
2023-09-27,Produto 542,Roupas,8,3261.73,Loja E,26093.84
2023-05-25,Produto 645,Livros,1,311.97,Loja C,311.97
2024-04-17,Produto 400,Livros,9,1184.52,Loja C,10660.68
2023-02-06,Produto 508,Eletrônicos,10,1806.57,Loja E,18065.7
2024-04-05,Produto 632,Livros,8,3272.58,Loja E,26180.64
2024-06-17,Produto 116,Roupas,9,3738.46,Loja C,33646.14
2024-02-12,Produto 50,Alimentos,1,4293.95,Loja D,4293.95
2023-04-21,Produto 213,Roupas,4,3881.22,Loja D,15524.88
2023-03-27,Produto 874,Brinquedos,5,4301.91,Loja D,21509.55
2023-11-17,Produto 407,Alimentos,2,439.28,Loja A,878.56
2023-08-30,Produto 715,Eletrônicos,9,4145.92,Loja A,37313.28
2023-10-09,Produto 622,Eletrônicos,3,4120.17,Loja D,12360.51
2023-09-25,Produto 176,Brinquedos,6,4102.71,Loja E,24616.260000000002
2024-01-05,Produto 385,Livros,7,3660.77,Loja E,25625.39
2023-02-07,Produto 722,Eletrônicos,10,2089.53,Loja D,20895.300000000003
2023-05-13,Produto 704,Roupas,1,4410.5,Loja B,4410.5
2023-05-24,Produto 719,Roupas,3,1365.08,Loja D,4095.24
2023-01-01,Produto 302,Roupas,4,1756.32,Loja A,7025.28
2023-02-19,Produto 156,Alimentos,1,2425.77,Loja A,2425.77
2024-06-03,Produto 351,Brinquedos,8,4549.07,Loja D,36392.56
2023-06-17,Produto 251,Eletrônicos,1,4146.09,Loja D,4146.09
2023-01-22,Produto 43,Roupas,6,4358.27,Loja A,26149.620000000003
2023-03-24,Produto 553,Livros,10,442.51,Loja C,4425.1
2023-12-14,Produto 479,Brinquedos,5,4920.09,Loja C,24600.45
2023-07-10,Produto 374,Roupas,5,436.21,Loja A,2181.0499999999997
2024-05-08,Produto 724,Roupas,5,2992.13,Loja A,14960.650000000001
2023-05-27,Produto 896,Brinquedos,1,4230.68,Loja B,4230.68
2023-10-08,Produto 696,Eletrônicos,4,3255.58,Loja A,13022.32
2023-11-10,Produto 726,Eletrônicos,2,2787.64,Loja E,5575.28
2024-05-27,Produto 663,Alimentos,9,3769.09,Loja B,33921.81
2023-07-25,Produto 361,Brinquedos,2,1334.91,Loja C,2669.82
2023-02-01,Produto 846,Brinquedos,6,2414.95,Loja A,14489.699999999999
2023-11-16,Produto 499,Livros,3,4504.52,Loja B,13513.560000000001
2023-09-13,Produto 810,Livros,5,2858.8,Loja D,14294.0
2024-02-29,Produto 31,Roupas,8,1005.41,Loja D,8043.28
2024-06-07,Produto 149,Alimentos,3,4319.9,Loja D,12959.699999999999
2023-04-01,Produto 228,Alimentos,2,4452.67,Loja E,8905.34
2024-03-19,Produto 990,Brinquedos,2,1811.22,Loja B,3622.44
2024-05-21,Produto 662,Roupas,1,74.4,Loja A,74.4
2024-02-14,Produto 87,Eletrônicos,5,4845.59,Loja D,24227.95
2024-05-31,Produto 932,Brinquedos,5,4542.52,Loja D,22712.600000000002
2023-08-12,Produto 11,Brinquedos,9,3066.05,Loja A,27594.45
2024-05-02,Produto 886,Alimentos,10,2369.06,Loja C,23690.6
2023-05-06,Produto 443,Roupas,9,4104.9,Loja C,36944.1
2023-01-14,Produto 433,Livros,3,2476.42,Loja B,7429.26
2024-01-03,Produto 930,Alimentos,10,2752.87,Loja A,27528.699999999997
2024-06-26,Produto 867,Eletrônicos,3,4087.25,Loja B,12261.75
2023-07-26,Produto 380,Alimentos,8,2034.51,Loja C,16276.08
2023-09-30,Produto 494,Livros,8,3754.12,Loja C,30032.96
2024-01-16,Produto 60,Brinquedos,3,2267.76,Loja B,6803.280000000001
2023-05-05,Produto 549,Livros,6,4776.08,Loja C,28656.48
2024-03-30,Produto 741,Roupas,2,3079.14,Loja C,6158.28
2023-05-22,Produto 519,Roupas,2,4572.78,Loja C,9145.56
2023-02-11,Produto 641,Alimentos,2,3717.72,Loja C,7435.44
2023-07-09,Produto 692,Brinquedos,7,3731.21,Loja D,26118.47
2024-05-28,Produto 113,Eletrônicos,5,4096.17,Loja E,20480.85
2023-03-28,Produto 259,Livros,6,1735.86,Loja D,10415.16
2023-08-30,Produto 782,Roupas,7,1040.84,Loja B,7285.879999999999
2024-01-30,Produto 265,Eletrônicos,8,1406.44,Loja B,11251.52
2023-03-09,Produto 266,Eletrônicos,9,4272.41,Loja E,38451.69
2023-01-31,Produto 295,Eletrônicos,10,1977.53,Loja D,19775.3
2023-02-16,Produto 316,Brinquedos,8,4808.38,Loja A,38467.04
2023-06-18,Produto 600,Livros,5,576.71,Loja B,2883.55
2024-03-08,Produto 459,Livros,5,2566.68,Loja D,12833.4
2023-10-16,Produto 654,Alimentos,2,2446.61,Loja B,4893.22
2023-07-04,Produto 295,Livros,1,4563.67,Loja C,4563.67
2023-01-16,Produto 924,Eletrônicos,9,3959.64,Loja C,35636.76
2023-12-20,Produto 659,Eletrônicos,9,715.42,Loja D,6438.78
2023-04-19,Produto 950,Livros,5,3713.65,Loja A,18568.25
2023-07-01,Produto 149,Alimentos,3,277.36,Loja D,832.08
2023-03-09,Produto 756,Livros,1,3191.22,Loja E,3191.22
2023-04-26,Produto 487,Eletrônicos,9,444.84,Loja D,4003.56
2024-02-15,Produto 782,Brinquedos,2,2932.32,Loja D,5864.64
2023-10-04,Produto 223,Alimentos,1,1139.81,Loja C,1139.81
2024-01-18,Produto 778,Eletrônicos,7,3323.54,Loja B,23264.78
2023-09-21,Produto 184,Eletrônicos,8,2286.86,Loja A,18294.88
2024-02-28,Produto 561,Livros,1,4761.59,Loja B,4761.59
2023-06-30,Produto 390,Eletrônicos,4,2826.41,Loja A,11305.64
2024-05-22,Produto 355,Livros,1,4857.09,Loja E,4857.09
2023-04-30,Produto 863,Alimentos,4,2382.64,Loja E,9530.56
2023-05-02,Produto 302,Brinquedos,10,4085.66,Loja A,40856.6
2024-06-23,Produto 393,Livros,8,4714.77,Loja E,37718.16
2023-12-04,Produto 626,Eletrônicos,6,2498.65,Loja C,14991.900000000001
2024-06-04,Produto 260,Livros,4,3906.03,Loja B,15624.12
2023-02-08,Produto 861,Eletrônicos,4,1866.74,Loja D,7466.96
2023-01-31,Produto 636,Livros,9,3525.99,Loja C,31733.909999999996
2024-02-24,Produto 126,Brinquedos,8,3320.26,Loja C,26562.08
2023-12-16,Produto 190,Roupas,7,652.0,Loja C,4564.0
2024-03-22,Produto 665,Livros,9,2215.8,Loja E,19942.2
2024-05-23,Produto 106,Roupas,7,1466.91,Loja D,10268.37
2023-01-10,Produto 871,Roupas,1,1316.61,Loja C,1316.61
2023-12-15,Produto 179,Brinquedos,6,2679.13,Loja A,16074.78
2023-03-29,Produto 252,Eletrônicos,8,1725.61,Loja B,13804.88
2023-07-30,Produto 150,Livros,4,2521.83,Loja E,10087.32
2023-06-12,Produto 912,Alimentos,6,3761.86,Loja B,22571.16
2023-05-24,Produto 985,Eletrônicos,5,3706.81,Loja D,18534.05
2023-04-20,Produto 365,Brinquedos,2,232.77,Loja C,465.54
2023-12-26,Produto 515,Brinquedos,6,4076.56,Loja E,24459.36
2023-01-05,Produto 114,Eletrônicos,9,2466.27,Loja C,22196.43
2023-06-29,Produto 503,Eletrônicos,1,2431.29,Loja D,2431.29
2023-08-11,Produto 211,Roupas,10,613.69,Loja E,6136.900000000001
2023-10-20,Produto 237,Alimentos,3,2279.53,Loja D,6838.59
2023-01-19,Produto 68,Alimentos,2,2245.19,Loja C,4490.38
2023-12-14,Produto 141,Roupas,1,1118.29,Loja C,1118.29
2024-02-20,Produto 370,Roupas,8,2518.11,Loja A,20144.88
2024-05-06,Produto 508,Alimentos,3,3378.25,Loja B,10134.75
2023-10-09,Produto 521,Livros,5,2056.36,Loja C,10281.800000000001
2024-01-17,Produto 966,Brinquedos,10,3044.57,Loja E,30445.7
2024-03-30,Produto 158,Alimentos,5,929.6,Loja B,4648.0
2023-02-17,Produto 119,Eletrônicos,8,1784.61,Loja D,14276.88
2024-03-31,Produto 972,Livros,4,1771.0,Loja D,7084.0
2024-01-15,Produto 236,Roupas,6,2524.11,Loja E,15144.66
2023-02-21,Produto 107,Roupas,10,2990.39,Loja E,29903.899999999998
2023-03-06,Produto 971,Eletrônicos,5,494.13,Loja A,2470.65
2024-02-18,Produto 101,Eletrônicos,9,117.78,Loja E,1060.02
2023-06-29,Produto 437,Brinquedos,3,1958.41,Loja A,5875.2300000000005
2023-01-03,Produto 630,Alimentos,7,1902.21,Loja E,13315.470000000001
2024-03-01,Produto 585,Livros,10,3820.85,Loja D,38208.5
2023-10-29,Produto 681,Livros,4,3929.06,Loja A,15716.24
2024-03-15,Produto 400,Alimentos,4,3405.52,Loja D,13622.08
2023-02-27,Produto 76,Alimentos,3,1290.13,Loja D,3870.3900000000003
2023-02-20,Produto 111,Eletrônicos,6,3291.15,Loja E,19746.9
2023-01-05,Produto 666,Livros,1,4342.62,Loja E,4342.62
2024-05-22,Produto 5,Alimentos,7,784.76,Loja B,5493.32
2024-03-03,Produto 756,Livros,7,2228.37,Loja B,15598.59
2024-05-01,Produto 520,Livros,6,4442.27,Loja C,26653.620000000003
2023-05-18,Produto 819,Eletrônicos,10,1550.31,Loja C,15503.099999999999
2023-06-09,Produto 93,Alimentos,6,3159.97,Loja A,18959.82
2023-09-09,Produto 390,Livros,8,2879.78,Loja C,23038.24
2023-01-16,Produto 953,Brinquedos,8,2402.64,Loja B,19221.12
2023-06-01,Produto 836,Livros,2,1082.11,Loja B,2164.22
2023-08-07,Produto 402,Alimentos,8,1023.43,Loja C,8187.44
2024-02-03,Produto 515,Roupas,2,4362.86,Loja D,8725.72
2023-06-02,Produto 879,Alimentos,4,4623.56,Loja B,18494.24
2024-04-24,Produto 415,Livros,4,302.83,Loja D,1211.32
2023-02-20,Produto 621,Brinquedos,5,4129.03,Loja C,20645.149999999998
2023-06-16,Produto 144,Alimentos,6,4470.45,Loja E,26822.699999999997
2023-07-18,Produto 547,Eletrônicos,7,4236.71,Loja A,29656.97
2023-02-10,Produto 784,Livros,8,4072.11,Loja D,32576.88
2024-02-20,Produto 106,Livros,4,4858.46,Loja D,19433.84
2023-12-04,Produto 741,Brinquedos,5,1262.28,Loja B,6311.4
2023-09-16,Produto 380,Brinquedos,10,472.17,Loja A,4721.7
2024-05-27,Produto 786,Eletrônicos,3,456.61,Loja B,1369.83
2023-06-08,Produto 281,Eletrônicos,2,3788.57,Loja D,7577.14
2023-09-03,Produto 10,Eletrônicos,7,2967.98,Loja C,20775.86
2023-07-22,Produto 641,Brinquedos,4,2405.06,Loja B,9620.24
2023-08-19,Produto 924,Roupas,9,3955.0,Loja D,35595.0
2023-02-05,Produto 548,Roupas,5,4269.48,Loja A,21347.399999999998
2024-05-12,Produto 906,Roupas,4,4025.83,Loja E,16103.32
2023-11-25,Produto 275,Brinquedos,1,217.29,Loja B,217.29
2023-02-16,Produto 716,Livros,1,668.16,Loja C,668.16
2023-08-12,Produto 126,Alimentos,7,3780.66,Loja E,26464.62
2023-07-04,Produto 893,Roupas,9,4404.84,Loja C,39643.56
2023-11-12,Produto 769,Roupas,6,345.25,Loja D,2071.5
2024-05-03,Produto 430,Brinquedos,3,4085.49,Loja E,12256.47
2024-01-27,Produto 304,Alimentos,5,2646.31,Loja C,13231.55
2023-09-17,Produto 836,Roupas,3,3316.59,Loja E,9949.77
2024-06-29,Produto 451,Eletrônicos,7,4071.53,Loja E,28500.710000000003
2023-10-03,Produto 328,Alimentos,8,328.84,Loja B,2630.72
2023-09-19,Produto 313,Alimentos,10,277.92,Loja A,2779.2000000000003
2024-04-06,Produto 761,Brinquedos,3,4242.58,Loja E,12727.74
2024-03-21,Produto 301,Eletrônicos,8,4575.41,Loja D,36603.28
2024-03-06,Produto 409,Roupas,6,3428.58,Loja C,20571.48
2024-02-05,Produto 690,Alimentos,9,3203.26,Loja E,28829.340000000004
2024-02-03,Produto 937,Roupas,8,144.19,Loja D,1153.52
2024-02-07,Produto 649,Livros,1,4444.38,Loja C,4444.38
2023-07-01,Produto 88,Roupas,2,33.17,Loja C,66.34
2023-07-26,Produto 185,Eletrônicos,5,3652.1,Loja D,18260.5
2024-03-11,Produto 43,Roupas,2,812.66,Loja C,1625.32
2023-03-10,Produto 498,Eletrônicos,4,802.82,Loja C,3211.28
2024-03-28,Produto 514,Roupas,8,625.28,Loja E,5002.24
2024-05-17,Produto 506,Brinquedos,5,4734.47,Loja D,23672.350000000002
2023-02-13,Produto 866,Eletrônicos,3,1356.37,Loja C,4069.1099999999997
2023-03-15,Produto 557,Livros,9,3673.85,Loja B,33064.65
2024-02-10,Produto 1,Brinquedos,5,2637.41,Loja A,13187.05
2023-04-29,Produto 822,Roupas,6,927.36,Loja C,5564.16
2023-03-08,Produto 661,Livros,2,3311.38,Loja A,6622.76
2023-06-30,Produto 440,Alimentos,6,4198.54,Loja C,25191.239999999998
2023-02-13,Produto 639,Roupas,6,1085.97,Loja A,6515.82
2023-02-26,Produto 1,Brinquedos,2,2063.76,Loja D,4127.52
2024-01-09,Produto 413,Alimentos,1,960.05,Loja E,960.05
2023-09-13,Produto 636,Eletrônicos,2,4774.09,Loja D,9548.18
2023-12-20,Produto 621,Roupas,7,1772.42,Loja E,12406.94
2024-01-28,Produto 814,Eletrônicos,8,3188.49,Loja D,25507.92
2024-05-20,Produto 791,Alimentos,3,1216.64,Loja B,3649.92
2023-01-14,Produto 446,Roupas,1,4503.16,Loja D,4503.16
2023-07-31,Produto 406,Alimentos,7,3838.22,Loja E,26867.539999999997
2024-02-20,Produto 474,Alimentos,1,4153.08,Loja A,4153.08
2024-02-08,Produto 8,Roupas,9,3944.07,Loja B,35496.630000000005
2023-04-13,Produto 791,Brinquedos,3,1065.42,Loja A,3196.26
2024-02-24,Produto 386,Roupas,3,3908.31,Loja C,11724.93
2023-10-03,Produto 798,Brinquedos,5,1047.92,Loja E,5239.6
2023-05-24,Produto 654,Brinquedos,4,3027.07,Loja D,12108.28
2023-03-29,Produto 649,Alimentos,7,4850.32,Loja A,33952.24
2023-02-23,Produto 230,Brinquedos,5,496.44,Loja B,2482.2
2023-02-16,Produto 321,Brinquedos,2,1141.8,Loja C,2283.6
2024-01-22,Produto 82,Brinquedos,3,783.09,Loja D,2349.27
2024-03-20,Produto 410,Brinquedos,3,2581.04,Loja C,7743.12
2024-04-26,Produto 471,Livros,6,512.5,Loja D,3075.0
2024-04-08,Produto 921,Roupas,5,1433.69,Loja A,7168.450000000001
2023-02-19,Produto 170,Alimentos,8,1791.04,Loja A,14328.32
2024-02-15,Produto 173,Eletrônicos,1,4526.53,Loja C,4526.53
2023-07-28,Produto 391,Roupas,10,1310.89,Loja E,13108.900000000001
2023-07-31,Produto 268,Brinquedos,1,2395.01,Loja E,2395.01
2023-12-26,Produto 541,Roupas,9,102.99,Loja E,926.91
2024-03-29,Produto 128,Roupas,6,412.53,Loja C,2475.18
2023-03-02,Produto 275,Livros,2,504.01,Loja C,1008.02
2023-07-21,Produto 825,Alimentos,2,1722.62,Loja C,3445.24
2024-02-15,Produto 769,Alimentos,5,3551.83,Loja E,17759.15
2023-08-04,Produto 353,Roupas,6,579.26,Loja A,3475.56
2024-05-11,Produto 486,Livros,7,1387.04,Loja E,9709.279999999999
2023-06-07,Produto 312,Eletrônicos,10,1985.04,Loja C,19850.4
2023-06-17,Produto 18,Brinquedos,1,699.21,Loja A,699.21
2023-07-22,Produto 612,Livros,3,4220.28,Loja B,12660.84
2023-09-02,Produto 841,Alimentos,7,1411.73,Loja E,9882.11
2023-06-17,Produto 386,Brinquedos,2,234.3,Loja D,468.6
2024-04-15,Produto 30,Roupas,9,3143.6,Loja D,28292.399999999998
2023-07-05,Produto 524,Livros,2,336.74,Loja D,673.48
2023-12-25,Produto 782,Brinquedos,4,2279.18,Loja D,9116.72
2023-08-12,Produto 404,Roupas,1,1868.47,Loja C,1868.47
2023-06-28,Produto 608,Roupas,9,178.67,Loja C,1608.03
2023-12-08,Produto 181,Livros,3,2290.38,Loja C,6871.14
2023-07-13,Produto 55,Roupas,1,3124.32,Loja B,3124.32
2023-07-03,Produto 104,Livros,9,115.46,Loja B,1039.1399999999999
2023-05-09,Produto 232,Roupas,9,179.53,Loja E,1615.77
2023-06-20,Produto 515,Brinquedos,5,1322.04,Loja E,6610.2
2023-09-01,Produto 771,Roupas,1,1744.39,Loja D,1744.39
2024-02-25,Produto 144,Alimentos,5,3609.72,Loja E,18048.6
2024-04-30,Produto 170,Roupas,1,1520.51,Loja D,1520.51
2023-12-08,Produto 805,Eletrônicos,8,253.53,Loja B,2028.24
2023-09-08,Produto 230,Eletrônicos,1,2177.89,Loja C,2177.89
2023-12-08,Produto 657,Eletrônicos,10,1467.15,Loja C,14671.5
2023-10-12,Produto 941,Brinquedos,1,3848.06,Loja C,3848.06
2024-03-05,Produto 432,Eletrônicos,9,4421.16,Loja A,39790.44
2023-07-01,Produto 7,Brinquedos,1,1658.74,Loja D,1658.74
2023-07-31,Produto 151,Alimentos,2,671.95,Loja A,1343.9
2023-04-13,Produto 836,Brinquedos,8,454.83,Loja D,3638.64
2023-10-29,Produto 860,Roupas,8,331.45,Loja D,2651.6
2023-02-08,Produto 621,Roupas,7,4523.36,Loja A,31663.519999999997
2023-08-24,Produto 383,Roupas,1,3751.52,Loja C,3751.52
2023-02-05,Produto 226,Brinquedos,3,4570.44,Loja E,13711.32
2023-10-30,Produto 30,Eletrônicos,2,2665.18,Loja A,5330.36
2023-11-04,Produto 987,Eletrônicos,5,4760.01,Loja B,23800.050000000003
2024-06-21,Produto 777,Livros,9,343.22,Loja C,3088.9800000000005
2023-12-05,Produto 351,Roupas,9,3277.21,Loja A,29494.89
2023-06-09,Produto 67,Roupas,7,694.48,Loja E,4861.360000000001
2023-02-28,Produto 35,Livros,4,2849.67,Loja B,11398.68
2023-02-25,Produto 68,Livros,7,2634.62,Loja A,18442.34
2023-03-03,Produto 721,Roupas,9,2321.26,Loja A,20891.340000000004
2024-01-31,Produto 714,Roupas,4,1563.87,Loja E,6255.48
2024-05-14,Produto 744,Eletrônicos,3,3526.74,Loja A,10580.22
2024-03-26,Produto 720,Eletrônicos,5,1975.99,Loja D,9879.95
2023-01-07,Produto 105,Eletrônicos,7,3619.57,Loja E,25336.99
2024-01-15,Produto 411,Alimentos,8,3183.15,Loja C,25465.2
2024-04-15,Produto 542,Roupas,9,60.08,Loja C,540.72
2024-01-11,Produto 807,Alimentos,9,2703.58,Loja B,24332.22
2023-09-17,Produto 130,Brinquedos,1,2607.69,Loja C,2607.69
2024-02-24,Produto 754,Alimentos,9,2810.29,Loja E,25292.61
2024-01-22,Produto 782,Alimentos,1,3782.17,Loja D,3782.17
2023-10-03,Produto 263,Roupas,2,1280.23,Loja B,2560.46
2023-03-09,Produto 103,Brinquedos,5,4913.82,Loja A,24569.1
2024-06-24,Produto 341,Eletrônicos,10,1288.47,Loja D,12884.7
2024-03-16,Produto 519,Eletrônicos,9,4274.62,Loja D,38471.58
2023-05-24,Produto 486,Brinquedos,9,2557.69,Loja C,23019.21
2023-11-16,Produto 712,Brinquedos,8,925.99,Loja B,7407.92
2024-06-11,Produto 161,Alimentos,10,1959.22,Loja B,19592.2
2024-01-09,Produto 943,Alimentos,7,797.96,Loja D,5585.72
2024-02-09,Produto 445,Roupas,2,4837.29,Loja B,9674.58
2023-09-30,Produto 397,Brinquedos,1,4564.99,Loja E,4564.99
2023-11-06,Produto 941,Roupas,1,3447.4,Loja D,3447.4
2023-12-26,Produto 231,Roupas,3,3703.0,Loja B,11109.0
2024-06-25,Produto 123,Livros,2,735.7,Loja A,1471.4
2024-03-15,Produto 900,Eletrônicos,8,3833.12,Loja E,30664.96
2023-10-05,Produto 666,Alimentos,9,3168.78,Loja C,28519.02
2024-04-19,Produto 468,Roupas,9,3473.64,Loja E,31262.76
2023-09-23,Produto 543,Alimentos,7,2323.36,Loja A,16263.52
2023-03-19,Produto 258,Roupas,10,2893.0,Loja B,28930.0
2023-07-10,Produto 60,Alimentos,4,1796.59,Loja C,7186.36
2023-05-30,Produto 305,Roupas,1,1728.92,Loja D,1728.92
2024-04-04,Produto 933,Livros,1,3741.42,Loja D,3741.42
2023-06-10,Produto 953,Roupas,1,3739.88,Loja E,3739.88
2023-04-06,Produto 3,Alimentos,6,2626.1,Loja B,15756.599999999999
2024-03-30,Produto 542,Eletrônicos,8,1395.67,Loja C,11165.36
2024-05-13,Produto 790,Brinquedos,3,2176.63,Loja D,6529.89
2023-10-12,Produto 255,Eletrônicos,1,1939.84,Loja C,1939.84
2023-06-24,Produto 459,Brinquedos,8,568.71,Loja E,4549.68
2024-06-24,Produto 340,Roupas,10,3469.59,Loja E,34695.9
2023-09-25,Produto 955,Livros,9,4487.66,Loja A,40388.94
2024-06-05,Produto 374,Roupas,7,4225.66,Loja D,29579.62
2024-02-22,Produto 874,Eletrônicos,7,1464.14,Loja E,10248.980000000001
2023-01-07,Produto 144,Brinquedos,2,46.59,Loja B,93.18
2023-04-11,Produto 599,Brinquedos,7,2126.39,Loja D,14884.73
2023-03-27,Produto 329,Livros,8,374.58,Loja C,2996.64
2023-01-28,Produto 979,Eletrônicos,2,866.24,Loja B,1732.48
2024-06-06,Produto 201,Alimentos,7,1327.75,Loja B,9294.25
2023-12-11,Produto 792,Roupas,2,1853.2,Loja B,3706.4
2023-02-12,Produto 263,Eletrônicos,4,1656.02,Loja D,6624.08
2023-05-28,Produto 173,Brinquedos,4,2782.48,Loja E,11129.92
2023-09-28,Produto 969,Eletrônicos,8,4943.93,Loja D,39551.44
2024-04-03,Produto 564,Eletrônicos,1,1253.88,Loja A,1253.88
2023-04-05,Produto 673,Alimentos,5,249.49,Loja B,1247.45
2023-07-05,Produto 329,Brinquedos,5,4849.07,Loja C,24245.35
2024-05-22,Produto 347,Roupas,2,4310.56,Loja E,8621.12
2023-07-25,Produto 982,Livros,6,666.98,Loja D,4001.88
2023-05-05,Produto 468,Brinquedos,9,1282.9,Loja E,11546.1
2023-03-28,Produto 250,Roupas,2,2913.91,Loja D,5827.82
2024-02-21,Produto 962,Alimentos,1,2116.85,Loja D,2116.85
2023-09-12,Produto 581,Alimentos,1,4090.31,Loja C,4090.31
2023-09-04,Produto 320,Livros,4,1516.96,Loja B,6067.84
2023-07-03,Produto 409,Brinquedos,9,4794.04,Loja A,43146.36
2023-09-20,Produto 247,Brinquedos,2,883.39,Loja E,1766.78
2023-01-13,Produto 940,Roupas,1,792.29,Loja D,792.29
2023-03-27,Produto 44,Alimentos,8,2135.92,Loja E,17087.36
2024-04-20,Produto 7,Livros,1,4090.77,Loja C,4090.77
2023-03-28,Produto 260,Livros,1,2455.35,Loja B,2455.35
2024-03-05,Produto 521,Livros,6,4703.32,Loja B,28219.92
2024-02-27,Produto 371,Alimentos,6,861.56,Loja B,5169.36
2023-07-14,Produto 509,Brinquedos,7,4002.68,Loja B,28018.76
2023-02-21,Produto 161,Alimentos,4,1353.14,Loja C,5412.56
2024-04-25,Produto 869,Roupas,10,4606.32,Loja D,46063.2
2023-05-07,Produto 488,Livros,4,2481.82,Loja D,9927.28
2023-02-27,Produto 838,Eletrônicos,10,1271.54,Loja B,12715.4
2023-04-10,Produto 998,Roupas,6,2147.84,Loja A,12887.04
2024-04-16,Produto 329,Alimentos,7,481.82,Loja B,3372.74
2023-06-26,Produto 180,Livros,2,835.63,Loja E,1671.26
2024-01-04,Produto 605,Brinquedos,5,1396.02,Loja A,6980.1
2023-06-09,Produto 284,Roupas,4,3887.54,Loja D,15550.16
2024-05-07,Produto 0,Brinquedos,9,3276.76,Loja E,29490.840000000004
2023-03-25,Produto 476,Eletrônicos,7,2843.0,Loja A,19901.0
2024-06-02,Produto 950,Livros,2,3938.64,Loja B,7877.28
2024-03-12,Produto 343,Alimentos,4,3929.11,Loja A,15716.44
2023-10-26,Produto 870,Alimentos,3,4615.35,Loja A,13846.050000000001
2024-02-21,Produto 417,Livros,1,2019.99,Loja D,2019.99
2023-12-30,Produto 158,Alimentos,1,2080.54,Loja C,2080.54
2023-05-05,Produto 136,Livros,2,4179.64,Loja D,8359.28
2023-02-05,Produto 86,Roupas,9,597.43,Loja D,5376.87
2024-03-29,Produto 820,Roupas,9,4163.4,Loja B,37470.6
2023-07-10,Produto 56,Livros,4,1891.44,Loja E,7565.76
2023-10-08,Produto 212,Eletrônicos,5,1251.95,Loja A,6259.75
2023-04-26,Produto 627,Eletrônicos,3,2121.0,Loja C,6363.0
2023-05-22,Produto 286,Brinquedos,6,2364.27,Loja D,14185.619999999999
2023-09-11,Produto 463,Eletrônicos,10,1786.55,Loja B,17865.5
2024-06-13,Produto 114,Eletrônicos,8,4827.04,Loja D,38616.32
2023-12-28,Produto 939,Eletrônicos,10,2167.24,Loja A,21672.399999999998
2023-03-14,Produto 282,Alimentos,9,2503.7,Loja B,22533.3
